href,title,valor_monetario
/fc-bayern-munique/kader/verein/27/saison_id/2004,FC Bayern Munique,€ 175.30 mi.
/werder-bremen/kader/verein/86/saison_id/2004,Werder Bremen,€ 98.48 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2004,Bayer 04 Leverkusen,€ 86.93 mi.
/schalke-04/kader/verein/33/saison_id/2004,Schalke 04,€ 86.33 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2004,VfB Stuttgart,€ 79.50 mi.
/borussia-dortmund/kader/verein/16/saison_id/2004,Borussia Dortmund,€ 78.33 mi.
/hertha-berlim/kader/verein/44/saison_id/2004,Hertha Berlim,€ 71.78 mi.
/hamburger-sv/kader/verein/41/saison_id/2004,Hamburger SV,€ 65.60 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2004,VfL Wolfsburg,€ 59.30 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2004,Borussia Mönchengladbach,€ 50.93 mi.
/hannover-96/kader/verein/42/saison_id/2004,Hannover 96,€ 42.98 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2004,1.FC Nuremberg,€ 34.90 mi.
/1-fc-kaiserslautern/kader/verein/2/saison_id/2004,1.FC Kaiserslautern,€ 33.75 mi.
/vfl-bochum/kader/verein/80/saison_id/2004,VfL Bochum,€ 31.40 mi.
/fc-hansa-rostock/kader/verein/30/saison_id/2004,FC Hansa Rostock,€ 25.90 mi.
/arminia-bielefeld/kader/verein/10/saison_id/2004,Arminia Bielefeld,€ 24.65 mi.
/sc-freiburg/kader/verein/60/saison_id/2004,SC Freiburg,€ 22.43 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2004,1.FSV Mainz 05,€ 16.73 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2005,FC Bayern Munique,€ 177.88 mi.
/werder-bremen/kader/verein/86/saison_id/2005,Werder Bremen,€ 111.60 mi.
/hamburger-sv/kader/verein/41/saison_id/2005,Hamburger SV,€ 106.90 mi.
/schalke-04/kader/verein/33/saison_id/2005,Schalke 04,€ 87.18 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2005,Bayer 04 Leverkusen,€ 81.23 mi.
/borussia-dortmund/kader/verein/16/saison_id/2005,Borussia Dortmund,€ 78.53 mi.
/hertha-berlim/kader/verein/44/saison_id/2005,Hertha Berlim,€ 72.70 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2005,VfB Stuttgart,€ 69.80 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2005,VfL Wolfsburg,€ 61.38 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2005,1.FC Nuremberg,€ 52.13 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2005,Borussia Mönchengladbach,€ 49.90 mi.
/hannover-96/kader/verein/42/saison_id/2005,Hannover 96,€ 45.35 mi.
/1-fc-colonia/kader/verein/3/saison_id/2005,1.FC Colônia,€ 43.63 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2005,SG Eintracht Frankfurt,€ 39.95 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2005,1.FSV Mainz 05,€ 37.75 mi.
/1-fc-kaiserslautern/kader/verein/2/saison_id/2005,1.FC Kaiserslautern,€ 37.38 mi.
/arminia-bielefeld/kader/verein/10/saison_id/2005,Arminia Bielefeld,€ 32.85 mi.
/msv-duisburg/kader/verein/52/saison_id/2005,MSV Duisburg,€ 24.18 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2006,FC Bayern Munique,€ 180.73 mi.
/werder-bremen/kader/verein/86/saison_id/2006,Werder Bremen,€ 157.25 mi.
/schalke-04/kader/verein/33/saison_id/2006,Schalke 04,€ 106.60 mi.
/hamburger-sv/kader/verein/41/saison_id/2006,Hamburger SV,€ 101.83 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2006,VfB Stuttgart,€ 97.08 mi.
/borussia-dortmund/kader/verein/16/saison_id/2006,Borussia Dortmund,€ 79.78 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2006,Bayer 04 Leverkusen,€ 74.08 mi.
/hertha-berlim/kader/verein/44/saison_id/2006,Hertha Berlim,€ 73.40 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2006,1.FC Nuremberg,€ 65.45 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2006,VfL Wolfsburg,€ 55.90 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2006,SG Eintracht Frankfurt,€ 52.95 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2006,Borussia Mönchengladbach,€ 45.85 mi.
/hannover-96/kader/verein/42/saison_id/2006,Hannover 96,€ 45.85 mi.
/vfl-bochum/kader/verein/80/saison_id/2006,VfL Bochum,€ 41.00 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2006,1.FSV Mainz 05,€ 36.03 mi.
/arminia-bielefeld/kader/verein/10/saison_id/2006,Arminia Bielefeld,€ 35.60 mi.
/alemannia-aachen/kader/verein/8/saison_id/2006,Alemannia Aachen,€ 26.68 mi.
/fc-energie-cottbus/kader/verein/25/saison_id/2006,FC Energie Cottbus,€ 26.55 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2007,FC Bayern Munique,€ 249.20 mi.
/werder-bremen/kader/verein/86/saison_id/2007,Werder Bremen,€ 159.55 mi.
/schalke-04/kader/verein/33/saison_id/2007,Schalke 04,€ 125.85 mi.
/hamburger-sv/kader/verein/41/saison_id/2007,Hamburger SV,€ 120.75 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2007,VfB Stuttgart,€ 108.85 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2007,Bayer 04 Leverkusen,€ 90.05 mi.
/hertha-berlim/kader/verein/44/saison_id/2007,Hertha Berlim,€ 81.00 mi.
/borussia-dortmund/kader/verein/16/saison_id/2007,Borussia Dortmund,€ 79.80 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2007,VfL Wolfsburg,€ 79.00 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2007,SG Eintracht Frankfurt,€ 67.80 mi.
/hannover-96/kader/verein/42/saison_id/2007,Hannover 96,€ 61.55 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2007,1.FC Nuremberg,€ 57.45 mi.
/vfl-bochum/kader/verein/80/saison_id/2007,VfL Bochum,€ 41.95 mi.
/karlsruher-sc/kader/verein/48/saison_id/2007,Karlsruher SC,€ 37.35 mi.
/arminia-bielefeld/kader/verein/10/saison_id/2007,Arminia Bielefeld,€ 34.85 mi.
/fc-energie-cottbus/kader/verein/25/saison_id/2007,FC Energie Cottbus,€ 30.95 mi.
/msv-duisburg/kader/verein/52/saison_id/2007,MSV Duisburg,€ 29.20 mi.
/fc-hansa-rostock/kader/verein/30/saison_id/2007,FC Hansa Rostock,€ 27.55 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2008,FC Bayern Munique,€ 235.95 mi.
/hamburger-sv/kader/verein/41/saison_id/2008,Hamburger SV,€ 156.88 mi.
/werder-bremen/kader/verein/86/saison_id/2008,Werder Bremen,€ 149.45 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2008,VfL Wolfsburg,€ 138.33 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2008,Bayer 04 Leverkusen,€ 120.10 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2008,VfB Stuttgart,€ 119.05 mi.
/schalke-04/kader/verein/33/saison_id/2008,Schalke 04,€ 118.05 mi.
/borussia-dortmund/kader/verein/16/saison_id/2008,Borussia Dortmund,€ 105.83 mi.
/hertha-berlim/kader/verein/44/saison_id/2008,Hertha Berlim,€ 88.10 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2008,TSG 1899 Hoffenheim,€ 79.65 mi.
/hannover-96/kader/verein/42/saison_id/2008,Hannover 96,€ 64.38 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2008,SG Eintracht Frankfurt,€ 63.40 mi.
/1-fc-colonia/kader/verein/3/saison_id/2008,1.FC Colônia,€ 49.30 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2008,Borussia Mönchengladbach,€ 49.00 mi.
/vfl-bochum/kader/verein/80/saison_id/2008,VfL Bochum,€ 41.45 mi.
/karlsruher-sc/kader/verein/48/saison_id/2008,Karlsruher SC,€ 30.90 mi.
/arminia-bielefeld/kader/verein/10/saison_id/2008,Arminia Bielefeld,€ 29.60 mi.
/fc-energie-cottbus/kader/verein/25/saison_id/2008,FC Energie Cottbus,€ 29.53 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2009,FC Bayern Munique,€ 279.55 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2009,VfL Wolfsburg,€ 155.43 mi.
/werder-bremen/kader/verein/86/saison_id/2009,Werder Bremen,€ 143.95 mi.
/hamburger-sv/kader/verein/41/saison_id/2009,Hamburger SV,€ 136.28 mi.
/schalke-04/kader/verein/33/saison_id/2009,Schalke 04,€ 134.55 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2009,Bayer 04 Leverkusen,€ 132.90 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2009,VfB Stuttgart,€ 124.65 mi.
/borussia-dortmund/kader/verein/16/saison_id/2009,Borussia Dortmund,€ 109.40 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2009,TSG 1899 Hoffenheim,€ 97.50 mi.
/hertha-berlim/kader/verein/44/saison_id/2009,Hertha Berlim,€ 61.98 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2009,SG Eintracht Frankfurt,€ 59.20 mi.
/1-fc-colonia/kader/verein/3/saison_id/2009,1.FC Colônia,€ 59.13 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2009,Borussia Mönchengladbach,€ 55.00 mi.
/hannover-96/kader/verein/42/saison_id/2009,Hannover 96,€ 50.88 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2009,1.FSV Mainz 05,€ 48.78 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2009,1.FC Nuremberg,€ 47.50 mi.
/vfl-bochum/kader/verein/80/saison_id/2009,VfL Bochum,€ 39.90 mi.
/sc-freiburg/kader/verein/60/saison_id/2009,SC Freiburg,€ 39.45 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2010,FC Bayern Munique,€ 308.98 mi.
/borussia-dortmund/kader/verein/16/saison_id/2010,Borussia Dortmund,€ 169.95 mi.
/schalke-04/kader/verein/33/saison_id/2010,Schalke 04,€ 157.18 mi.
/werder-bremen/kader/verein/86/saison_id/2010,Werder Bremen,€ 151.13 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2010,Bayer 04 Leverkusen,€ 147.68 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2010,VfL Wolfsburg,€ 145.10 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2010,TSG 1899 Hoffenheim,€ 126.13 mi.
/hamburger-sv/kader/verein/41/saison_id/2010,Hamburger SV,€ 112.13 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2010,VfB Stuttgart,€ 105.25 mi.
/1-fc-colonia/kader/verein/3/saison_id/2010,1.FC Colônia,€ 69.28 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2010,Borussia Mönchengladbach,€ 66.55 mi.
/hannover-96/kader/verein/42/saison_id/2010,Hannover 96,€ 65.35 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2010,1.FSV Mainz 05,€ 60.60 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2010,1.FC Nuremberg,€ 60.20 mi.
/sc-freiburg/kader/verein/60/saison_id/2010,SC Freiburg,€ 59.95 mi.
/1-fc-kaiserslautern/kader/verein/2/saison_id/2010,1.FC Kaiserslautern,€ 50.50 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2010,SG Eintracht Frankfurt,€ 47.58 mi.
/fc-st-pauli/kader/verein/35/saison_id/2010,FC St. Pauli,€ 30.50 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2011,FC Bayern Munique,€ 356.00 mi.
/borussia-dortmund/kader/verein/16/saison_id/2011,Borussia Dortmund,€ 215.95 mi.
/schalke-04/kader/verein/33/saison_id/2011,Schalke 04,€ 155.23 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2011,Bayer 04 Leverkusen,€ 134.85 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2011,VfL Wolfsburg,€ 125.80 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2011,VfB Stuttgart,€ 118.00 mi.
/werder-bremen/kader/verein/86/saison_id/2011,Werder Bremen,€ 111.95 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2011,TSG 1899 Hoffenheim,€ 88.65 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2011,Borussia Mönchengladbach,€ 88.30 mi.
/hamburger-sv/kader/verein/41/saison_id/2011,Hamburger SV,€ 85.90 mi.
/hannover-96/kader/verein/42/saison_id/2011,Hannover 96,€ 76.80 mi.
/sc-freiburg/kader/verein/60/saison_id/2011,SC Freiburg,€ 69.43 mi.
/1-fc-colonia/kader/verein/3/saison_id/2011,1.FC Colônia,€ 60.18 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2011,1.FC Nuremberg,€ 52.10 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2011,1.FSV Mainz 05,€ 52.00 mi.
/hertha-berlim/kader/verein/44/saison_id/2011,Hertha Berlim,€ 45.60 mi.
/1-fc-kaiserslautern/kader/verein/2/saison_id/2011,1.FC Kaiserslautern,€ 42.60 mi.
/fc-augsburg/kader/verein/167/saison_id/2011,FC Augsburg,€ 38.35 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2012,FC Bayern Munique,€ 462.40 mi.
/borussia-dortmund/kader/verein/16/saison_id/2012,Borussia Dortmund,€ 302.30 mi.
/schalke-04/kader/verein/33/saison_id/2012,Schalke 04,€ 183.55 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2012,Bayer 04 Leverkusen,€ 155.30 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2012,VfL Wolfsburg,€ 109.00 mi.
/hamburger-sv/kader/verein/41/saison_id/2012,Hamburger SV,€ 104.95 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2012,VfB Stuttgart,€ 93.13 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2012,Borussia Mönchengladbach,€ 87.33 mi.
/hannover-96/kader/verein/42/saison_id/2012,Hannover 96,€ 83.15 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2012,TSG 1899 Hoffenheim,€ 78.25 mi.
/werder-bremen/kader/verein/86/saison_id/2012,Werder Bremen,€ 78.00 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2012,SG Eintracht Frankfurt,€ 68.40 mi.
/sc-freiburg/kader/verein/60/saison_id/2012,SC Freiburg,€ 65.80 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2012,1.FSV Mainz 05,€ 52.43 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2012,1.FC Nuremberg,€ 46.83 mi.
/fc-augsburg/kader/verein/167/saison_id/2012,FC Augsburg,€ 38.45 mi.
/spvgg-greuther-furth/kader/verein/65/saison_id/2012,SpVgg Greuther Fürth,€ 33.33 mi.
/fortuna-dusseldorf-95/kader/verein/38/saison_id/2012,Fortuna Düsseldorf 95,€ 31.15 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2014,FC Bayern Munique,€ 575.13 mi.
/borussia-dortmund/kader/verein/16/saison_id/2014,Borussia Dortmund,€ 319.50 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2014,VfL Wolfsburg,€ 221.05 mi.
/schalke-04/kader/verein/33/saison_id/2014,Schalke 04,€ 212.00 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2014,Bayer 04 Leverkusen,€ 177.10 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2014,Borussia Mönchengladbach,€ 130.63 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2014,TSG 1899 Hoffenheim,€ 121.78 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2014,1.FSV Mainz 05,€ 88.00 mi.
/hamburger-sv/kader/verein/41/saison_id/2014,Hamburger SV,€ 87.15 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2014,VfB Stuttgart,€ 86.95 mi.
/hannover-96/kader/verein/42/saison_id/2014,Hannover 96,€ 76.65 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2014,SG Eintracht Frankfurt,€ 74.90 mi.
/werder-bremen/kader/verein/86/saison_id/2014,Werder Bremen,€ 67.53 mi.
/hertha-berlim/kader/verein/44/saison_id/2014,Hertha Berlim,€ 66.00 mi.
/sc-freiburg/kader/verein/60/saison_id/2014,SC Freiburg,€ 57.40 mi.
/1-fc-colonia/kader/verein/3/saison_id/2014,1.FC Colônia,€ 50.75 mi.
/fc-augsburg/kader/verein/167/saison_id/2014,FC Augsburg,€ 50.08 mi.
/sc-paderborn-07/kader/verein/127/saison_id/2014,SC Paderborn 07,€ 28.50 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2015,FC Bayern Munique,€ 596.05 mi.
/borussia-dortmund/kader/verein/16/saison_id/2015,Borussia Dortmund,€ 352.95 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2015,VfL Wolfsburg,€ 270.43 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2015,Bayer 04 Leverkusen,€ 241.30 mi.
/schalke-04/kader/verein/33/saison_id/2015,Schalke 04,€ 225.20 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2015,Borussia Mönchengladbach,€ 186.15 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2015,TSG 1899 Hoffenheim,€ 90.20 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2015,1.FSV Mainz 05,€ 85.15 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2015,VfB Stuttgart,€ 81.18 mi.
/hertha-berlim/kader/verein/44/saison_id/2015,Hertha Berlim,€ 78.93 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2015,SG Eintracht Frankfurt,€ 76.60 mi.
/fc-augsburg/kader/verein/167/saison_id/2015,FC Augsburg,€ 75.83 mi.
/1-fc-colonia/kader/verein/3/saison_id/2015,1.FC Colônia,€ 68.63 mi.
/werder-bremen/kader/verein/86/saison_id/2015,Werder Bremen,€ 64.68 mi.
/hamburger-sv/kader/verein/41/saison_id/2015,Hamburger SV,€ 63.20 mi.
/hannover-96/kader/verein/42/saison_id/2015,Hannover 96,€ 60.83 mi.
/fc-ingolstadt-04/kader/verein/4795/saison_id/2015,FC Ingolstadt 04,€ 35.65 mi.
/sv-darmstadt-98/kader/verein/105/saison_id/2015,SV Darmstadt 98,€ 25.15 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2016,FC Bayern Munique,€ 562.55 mi.
/borussia-dortmund/kader/verein/16/saison_id/2016,Borussia Dortmund,€ 390.65 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2016,Bayer 04 Leverkusen,€ 265.03 mi.
/schalke-04/kader/verein/33/saison_id/2016,Schalke 04,€ 217.25 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2016,VfL Wolfsburg,€ 203.08 mi.
/rb-leipzig/kader/verein/23826/saison_id/2016,RB Leipzig,€ 176.33 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2016,Borussia Mönchengladbach,€ 162.18 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2016,TSG 1899 Hoffenheim,€ 138.63 mi.
/1-fc-colonia/kader/verein/3/saison_id/2016,1.FC Colônia,€ 116.15 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2016,1.FSV Mainz 05,€ 96.73 mi.
/hertha-berlim/kader/verein/44/saison_id/2016,Hertha Berlim,€ 96.53 mi.
/werder-bremen/kader/verein/86/saison_id/2016,Werder Bremen,€ 89.45 mi.
/sc-freiburg/kader/verein/60/saison_id/2016,SC Freiburg,€ 86.73 mi.
/hamburger-sv/kader/verein/41/saison_id/2016,Hamburger SV,€ 80.48 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2016,SG Eintracht Frankfurt,€ 72.30 mi.
/fc-augsburg/kader/verein/167/saison_id/2016,FC Augsburg,€ 65.85 mi.
/fc-ingolstadt-04/kader/verein/4795/saison_id/2016,FC Ingolstadt 04,€ 38.63 mi.
/sv-darmstadt-98/kader/verein/105/saison_id/2016,SV Darmstadt 98,€ 25.98 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2017,FC Bayern Munique,€ 811.85 mi.
/borussia-dortmund/kader/verein/16/saison_id/2017,Borussia Dortmund,€ 574.20 mi.
/rb-leipzig/kader/verein/23826/saison_id/2017,RB Leipzig,€ 373.30 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2017,Bayer 04 Leverkusen,€ 357.35 mi.
/schalke-04/kader/verein/33/saison_id/2017,Schalke 04,€ 274.35 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2017,TSG 1899 Hoffenheim,€ 212.75 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2017,Borussia Mönchengladbach,€ 193.25 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2017,VfL Wolfsburg,€ 143.60 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2017,VfB Stuttgart,€ 134.70 mi.
/hertha-berlim/kader/verein/44/saison_id/2017,Hertha Berlim,€ 131.45 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2017,SG Eintracht Frankfurt,€ 126.15 mi.
/werder-bremen/kader/verein/86/saison_id/2017,Werder Bremen,€ 107.15 mi.
/sc-freiburg/kader/verein/60/saison_id/2017,SC Freiburg,€ 100.60 mi.
/fc-augsburg/kader/verein/167/saison_id/2017,FC Augsburg,€ 100.45 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2017,1.FSV Mainz 05,€ 98.35 mi.
/hannover-96/kader/verein/42/saison_id/2017,Hannover 96,€ 92.95 mi.
/1-fc-colonia/kader/verein/3/saison_id/2017,1.FC Colônia,€ 91.73 mi.
/hamburger-sv/kader/verein/41/saison_id/2017,Hamburger SV,€ 62.40 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2018,FC Bayern Munique,€ 784.88 mi.
/borussia-dortmund/kader/verein/16/saison_id/2018,Borussia Dortmund,€ 643.25 mi.
/rb-leipzig/kader/verein/23826/saison_id/2018,RB Leipzig,€ 479.00 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2018,Bayer 04 Leverkusen,€ 429.40 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2018,TSG 1899 Hoffenheim,€ 336.25 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2018,SG Eintracht Frankfurt,€ 313.40 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2018,Borussia Mönchengladbach,€ 264.30 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2018,VfL Wolfsburg,€ 229.25 mi.
/schalke-04/kader/verein/33/saison_id/2018,Schalke 04,€ 221.30 mi.
/hertha-berlim/kader/verein/44/saison_id/2018,Hertha Berlim,€ 207.63 mi.
/werder-bremen/kader/verein/86/saison_id/2018,Werder Bremen,€ 168.05 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2018,1.FSV Mainz 05,€ 159.73 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2018,VfB Stuttgart,€ 143.75 mi.
/fc-augsburg/kader/verein/167/saison_id/2018,FC Augsburg,€ 139.25 mi.
/sc-freiburg/kader/verein/60/saison_id/2018,SC Freiburg,€ 122.10 mi.
/fortuna-dusseldorf-95/kader/verein/38/saison_id/2018,Fortuna Düsseldorf 95,€ 94.95 mi.
/hannover-96/kader/verein/42/saison_id/2018,Hannover 96,€ 91.43 mi.
/1-fc-nuremberg/kader/verein/4/saison_id/2018,1.FC Nuremberg,€ 54.40 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2019,FC Bayern Munique,€ 777.33 mi.
/borussia-dortmund/kader/verein/16/saison_id/2019,Borussia Dortmund,€ 654.05 mi.
/rb-leipzig/kader/verein/23826/saison_id/2019,RB Leipzig,€ 570.48 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2019,Bayer 04 Leverkusen,€ 398.95 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2019,Borussia Mönchengladbach,€ 254.70 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2019,TSG 1899 Hoffenheim,€ 226.05 mi.
/schalke-04/kader/verein/33/saison_id/2019,Schalke 04,€ 221.58 mi.
/hertha-berlim/kader/verein/44/saison_id/2019,Hertha Berlim,€ 217.20 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2019,SG Eintracht Frankfurt,€ 208.98 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2019,VfL Wolfsburg,€ 207.60 mi.
/werder-bremen/kader/verein/86/saison_id/2019,Werder Bremen,€ 135.13 mi.
/sc-freiburg/kader/verein/60/saison_id/2019,SC Freiburg,€ 122.65 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2019,1.FSV Mainz 05,€ 121.58 mi.
/fc-augsburg/kader/verein/167/saison_id/2019,FC Augsburg,€ 112.95 mi.
/1-fc-colonia/kader/verein/3/saison_id/2019,1.FC Colônia,€ 98.48 mi.
/fortuna-dusseldorf-95/kader/verein/38/saison_id/2019,Fortuna Düsseldorf 95,€ 71.78 mi.
/1-fc-union-berlim/kader/verein/89/saison_id/2019,1.FC Union Berlim,€ 41.20 mi.
/sc-paderborn-07/kader/verein/127/saison_id/2019,SC Paderborn 07,€ 28.90 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2020,FC Bayern Munique,€ 858.23 mi.
/borussia-dortmund/kader/verein/16/saison_id/2020,Borussia Dortmund,€ 628.40 mi.
/rb-leipzig/kader/verein/23826/saison_id/2020,RB Leipzig,€ 574.95 mi.
/bayer-04-leverkusen/kader/verein/15/saison_id/2020,Bayer 04 Leverkusen,€ 373.25 mi.
/borussia-monchengladbach/kader/verein/18/saison_id/2020,Borussia Mönchengladbach,€ 300.75 mi.
/sg-eintracht-frankfurt/kader/verein/24/saison_id/2020,SG Eintracht Frankfurt,€ 269.15 mi.
/vfl-wolfsburg/kader/verein/82/saison_id/2020,VfL Wolfsburg,€ 256.83 mi.
/hertha-berlim/kader/verein/44/saison_id/2020,Hertha Berlim,€ 228.88 mi.
/tsg-1899-hoffenheim/kader/verein/533/saison_id/2020,TSG 1899 Hoffenheim,€ 228.15 mi.
/vfb-stuttgart/kader/verein/79/saison_id/2020,VfB Stuttgart,€ 189.25 mi.
/1-fsv-mainz-05/kader/verein/39/saison_id/2020,1.FSV Mainz 05,€ 163.30 mi.
/sc-freiburg/kader/verein/60/saison_id/2020,SC Freiburg,€ 139.10 mi.
/schalke-04/kader/verein/33/saison_id/2020,Schalke 04,€ 123.05 mi.
/1-fc-colonia/kader/verein/3/saison_id/2020,1.FC Colônia,€ 118.20 mi.
/werder-bremen/kader/verein/86/saison_id/2020,Werder Bremen,€ 111.98 mi.
/fc-augsburg/kader/verein/167/saison_id/2020,FC Augsburg,€ 93.05 mi.
/1-fc-union-berlim/kader/verein/89/saison_id/2020,1.FC Union Berlim,€ 82.05 mi.
/arminia-bielefeld/kader/verein/10/saison_id/2020,Arminia Bielefeld,€ 56.73 mi.
/fc-bayern-munique/kader/verein/27/saison_id/2021,FC Bayern Munique,€ 790.33 mi.
/borussia-dortmund/kader/verein/16/saison_id/2021,Borussia Dortmund,€ 558.98 mi.
