href,title,valor_monetario
/chelsea-fc/kader/verein/631/saison_id/2008,Chelsea FC,€ 448.55 mi.
/manchester-united-fc/kader/verein/985/saison_id/2008,Manchester United FC,€ 425.95 mi.
/fc-liverpool/kader/verein/31/saison_id/2008,FC Liverpool,€ 342.85 mi.
/fc-arsenal/kader/verein/11/saison_id/2008,FC Arsenal,€ 311.45 mi.
/tottenham-hotspur/kader/verein/148/saison_id/2008,Tottenham Hotspur,€ 278.80 mi.
/manchester-city-fc/kader/verein/281/saison_id/2008,Manchester City FC,€ 258.35 mi.
/fc-everton/kader/verein/29/saison_id/2008,FC Everton,€ 190.33 mi.
/aston-villa-fc/kader/verein/405/saison_id/2008,Aston Villa FC,€ 157.35 mi.
/fc-portsmouth/kader/verein/1020/saison_id/2008,FC Portsmouth,€ 152.60 mi.
/newcastle-united/kader/verein/762/saison_id/2008,Newcastle United,€ 134.55 mi.
/west-ham-united/kader/verein/379/saison_id/2008,West Ham United,€ 133.90 mi.
/afc-sunderland/kader/verein/289/saison_id/2008,AFC Sunderland,€ 110.30 mi.
/wigan-athletic/kader/verein/1071/saison_id/2008,Wigan Athletic,€ 103.75 mi.
/blackburn-rovers/kader/verein/164/saison_id/2008,Blackburn Rovers,€ 91.20 mi.
/fc-middlesbrough/kader/verein/641/saison_id/2008,FC Middlesbrough,€ 85.45 mi.
/fc-fulham/kader/verein/931/saison_id/2008,FC Fulham,€ 83.85 mi.
/bolton-wanderers/kader/verein/355/saison_id/2008,Bolton Wanderers,€ 81.65 mi.
/west-bromwich-albion/kader/verein/984/saison_id/2008,West Bromwich Albion,€ 66.10 mi.
/hull-city/kader/verein/3008/saison_id/2008,Hull City,€ 64.70 mi.
/stoke-city/kader/verein/512/saison_id/2008,Stoke City,€ 63.45 mi.
